tx_id,exp_date,dept_id,vendor_name,amount,description,month,anomaly_score,anomaly_status
823,2024-06-10,5,Vendor_86,8171.4,Standard operational expense,6,1,Normal
824,2020-03-31,3,Vendor_3,12594.38,Standard operational expense,3,1,Normal
825,2022-04-27,2,Vendor_51,3964.09,Standard operational expense,4,1,Normal
826,2020-02-01,1,Vendor_21,7660.95,Standard operational expense,2,1,Normal
827,2018-10-27,3,Vendor_1,8409.86,Standard operational expense,10,1,Normal
828,2022-06-16,7,Vendor_99,2174.03,Standard operational expense,6,1,Normal
829,2020-06-27,7,Vendor_51,12269.68,Standard operational expense,6,1,Normal
830,2024-05-09,3,Vendor_86,13216.69,Standard operational expense,5,1,Normal
831,2022-11-20,8,Vendor_37,9347.84,Standard operational expense,11,1,Normal
832,2020-09-25,5,Vendor_5,2304.96,Standard operational expense,9,1,Normal
833,2019-10-19,5,Vendor_19,8191.07,Standard operational expense,10,1,Normal
834,2023-08-09,8,Vendor_98,8935.92,Standard operational expense,8,1,Normal
835,2018-10-16,6,Vendor_12,48284.76,Emergency Year-end Fund Utilization,10,1,Normal
836,2024-04-12,5,Vendor_92,11213.31,Standard operational expense,4,1,Normal
837,2020-09-03,8,Vendor_46,4208.94,Standard operational expense,9,1,Normal
838,2020-10-14,4,Vendor_19,14547.16,Standard operational expense,10,1,Normal
839,2019-10-28,8,Vendor_52,1495.72,Standard operational expense,10,1,Normal
840,2020-11-14,6,Vendor_75,53232.600000000006,Emergency Year-end Fund Utilization,11,1,Normal
841,2021-05-24,7,Vendor_75,5859.45,Standard operational expense,5,1,Normal
842,2019-12-05,1,Vendor_81,5497.79,Standard operational expense,12,1,Normal
843,2022-09-11,5,Vendor_82,14713.02,Standard operational expense,9,1,Normal
844,2019-08-27,3,Vendor_4,9071.54,Standard operational expense,8,1,Normal
845,2020-06-21,5,Vendor_73,7199.6,Standard operational expense,6,1,Normal
846,2023-02-07,4,Vendor_81,147.2,Standard operational expense,2,1,Normal
847,2020-05-30,1,Vendor_19,13407.04,Standard operational expense,5,1,Normal
848,2021-09-08,3,Vendor_47,558.77,Standard operational expense,9,1,Normal
849,2022-09-21,7,Vendor_96,11037.04,Standard operational expense,9,1,Normal
850,2018-01-22,5,Vendor_67,555.19,Standard operational expense,1,1,Normal
851,2023-01-08,8,Vendor_80,4560.99,Standard operational expense,1,1,Normal
852,2021-05-12,2,Vendor_35,5067.77,Standard operational expense,5,1,Normal
853,2019-11-27,6,Vendor_47,14365.98,Standard operational expense,11,1,Normal
854,2018-01-19,2,Vendor_71,10184.64,Standard operational expense,1,1,Normal
855,2019-06-26,7,Vendor_36,758.01,Standard operational expense,6,1,Normal
856,2018-01-25,5,Vendor_37,11133.09,Standard operational expense,1,1,Normal
857,2018-05-21,8,Vendor_60,14062.66,Standard operational expense,5,1,Normal
858,2018-07-20,7,Vendor_35,13277.92,Standard operational expense,7,1,Normal
859,2024-02-20,7,Vendor_9,1420.21,Standard operational expense,2,1,Normal
860,2020-10-23,6,Vendor_4,25661.88,Emergency Year-end Fund Utilization,10,1,Normal
861,2019-02-18,7,Vendor_99,1083.55,Standard operational expense,2,1,Normal
862,2020-06-28,4,Vendor_96,8697.91,Standard operational expense,6,1,Normal
863,2021-08-06,5,Vendor_16,14331.22,Standard operational expense,8,1,Normal
864,2020-12-25,8,Vendor_34,1782.68,Standard operational expense,12,1,Normal
865,2024-06-27,2,Vendor_56,10680.64,Standard operational expense,6,1,Normal
866,2023-11-29,7,Vendor_39,3562.53,Standard operational expense,11,1,Normal
867,2021-12-04,6,Vendor_55,14218.26,Emergency Year-end Fund Utilization,12,1,Normal
868,2020-11-16,6,Vendor_53,4890.29,Standard operational expense,11,1,Normal
869,2024-06-26,1,Vendor_53,9643.09,Standard operational expense,6,1,Normal
870,2022-04-06,3,Vendor_57,5431.43,Standard operational expense,4,1,Normal
871,2021-11-24,6,Vendor_55,17393.16,Emergency Year-end Fund Utilization,11,1,Normal
872,2022-01-09,2,Vendor_72,8829.39,Standard operational expense,1,1,Normal
873,2022-05-09,4,Vendor_14,9592.65,Standard operational expense,5,1,Normal
874,2024-12-02,6,Vendor_24,74134.62,Emergency Year-end Fund Utilization,12,-1,Anomaly
875,2020-11-11,6,Vendor_77,7850.53,Standard operational expense,11,1,Normal
876,2022-02-03,8,Vendor_31,4144.0,Standard operational expense,2,1,Normal
877,2020-04-29,8,Vendor_75,9480.41,Standard operational expense,4,1,Normal
878,2022-10-06,1,Vendor_95,4832.04,Standard operational expense,10,1,Normal
879,2021-06-18,2,Vendor_18,11766.95,Standard operational expense,6,1,Normal
880,2024-05-30,1,Vendor_50,1034.08,Standard operational expense,5,1,Normal
881,2022-12-05,1,Vendor_44,5171.52,Standard operational expense,12,1,Normal
882,2020-06-07,8,Vendor_11,4812.43,Standard operational expense,6,1,Normal
883,2019-09-25,1,Vendor_9,2035.96,Standard operational expense,9,1,Normal
884,2023-05-01,2,Vendor_82,4768.88,Standard operational expense,5,1,Normal
885,2020-03-29,5,Vendor_70,6393.53,Standard operational expense,3,1,Normal
886,2023-06-19,3,Vendor_58,1430.41,Standard operational expense,6,1,Normal
887,2019-04-16,2,Vendor_60,8512.97,Standard operational expense,4,1,Normal
888,2023-07-04,1,Vendor_10,10587.47,Standard operational expense,7,1,Normal
889,2024-02-01,7,Vendor_13,3888.05,Standard operational expense,2,1,Normal
890,2021-01-29,1,Vendor_11,4248.75,Standard operational expense,1,1,Normal
891,2022-12-14,4,Vendor_94,10567.85,Standard operational expense,12,1,Normal
892,2022-10-03,5,Vendor_83,7183.56,Standard operational expense,10,1,Normal
893,2022-08-03,5,Vendor_48,817.97,Standard operational expense,8,1,Normal
894,2020-10-20,1,Vendor_18,7191.92,Standard operational expense,10,1,Normal
895,2023-06-21,3,Vendor_71,5610.22,Standard operational expense,6,1,Normal
896,2020-11-02,2,Vendor_31,8325.83,Standard operational expense,11,1,Normal
897,2019-10-11,1,Vendor_54,13059.47,Standard operational expense,10,1,Normal
898,2020-10-16,6,Vendor_87,19887.24,Emergency Year-end Fund Utilization,10,1,Normal
899,2021-04-11,5,Vendor_88,4499.99,Standard operational expense,4,1,Normal
900,2020-02-15,7,Vendor_3,1973.29,Standard operational expense,2,1,Normal
901,2020-11-17,6,Vendor_21,9708.01,Standard operational expense,11,1,Normal
902,2019-06-24,8,Vendor_65,7075.5,Standard operational expense,6,1,Normal
903,2018-12-22,5,Vendor_99,4382.4,Standard operational expense,12,1,Normal
904,2022-03-29,1,Vendor_54,12367.31,Standard operational expense,3,1,Normal
905,2022-08-01,5,Vendor_53,4087.13,Standard operational expense,8,1,Normal
906,2019-07-12,5,Vendor_24,5748.5,Standard operational expense,7,1,Normal
907,2023-06-29,1,Vendor_10,1953.09,Standard operational expense,6,1,Normal
908,2019-11-06,1,Vendor_17,11069.39,Standard operational expense,11,1,Normal
909,2020-06-02,8,Vendor_25,10900.36,Standard operational expense,6,1,Normal
910,2020-01-10,2,Vendor_65,7833.58,Standard operational expense,1,1,Normal
911,2018-04-29,4,Vendor_81,4082.06,Standard operational expense,4,1,Normal
912,2023-11-22,4,Vendor_27,14642.61,Standard operational expense,11,1,Normal
913,2022-09-02,3,Vendor_34,5800.45,Standard operational expense,9,1,Normal
914,2021-12-15,6,Vendor_96,6589.06,Standard operational expense,12,1,Normal
915,2022-03-05,1,Vendor_58,11619.81,Standard operational expense,3,1,Normal
916,2023-08-22,8,Vendor_77,8564.58,Standard operational expense,8,1,Normal
917,2018-11-03,1,Vendor_8,8249.75,Standard operational expense,11,1,Normal
918,2018-08-13,7,Vendor_72,11727.6,Standard operational expense,8,1,Normal
919,2020-12-18,4,Vendor_29,13501.88,Standard operational expense,12,1,Normal
920,2019-05-04,5,Vendor_28,3774.39,Standard operational expense,5,1,Normal
921,2021-01-07,4,Vendor_90,7159.77,Standard operational expense,1,1,Normal
922,2019-05-31,2,Vendor_5,14854.11,Standard operational expense,5,1,Normal
923,2023-01-22,8,Vendor_75,9799.26,Standard operational expense,1,1,Normal
924,2018-10-05,1,Vendor_90,3154.22,Standard operational expense,10,1,Normal
925,2024-08-06,1,Vendor_10,9373.96,Standard operational expense,8,1,Normal
926,2024-12-29,5,Vendor_77,4215.94,Standard operational expense,12,1,Normal
927,2024-11-08,8,Vendor_95,13605.67,Standard operational expense,11,1,Normal
928,2023-06-18,3,Vendor_47,12166.92,Standard operational expense,6,1,Normal
929,2018-10-16,6,Vendor_47,42616.98,Emergency Year-end Fund Utilization,10,1,Normal
930,2018-06-08,1,Vendor_26,10381.0,Standard operational expense,6,1,Normal
931,2022-11-12,2,Vendor_52,216.84,Standard operational expense,11,1,Normal
932,2024-08-05,3,Vendor_33,764.0,Standard operational expense,8,1,Normal
933,2024-10-05,3,Vendor_96,11440.22,Standard operational expense,10,1,Normal
934,2021-02-19,5,Vendor_6,14438.42,Standard operational expense,2,1,Normal
935,2024-10-29,2,Vendor_46,8248.21,Standard operational expense,10,1,Normal
936,2023-04-17,7,Vendor_94,754.11,Standard operational expense,4,1,Normal
937,2022-03-22,5,Vendor_33,7271.87,Standard operational expense,3,1,Normal
938,2024-07-06,5,Vendor_95,7955.77,Standard operational expense,7,1,Normal
939,2022-08-19,4,Vendor_16,14413.34,Standard operational expense,8,1,Normal
940,2019-08-03,3,Vendor_56,7523.72,Standard operational expense,8,1,Normal
941,2023-01-30,3,Vendor_76,14719.04,Standard operational expense,1,1,Normal
942,2021-03-08,5,Vendor_19,6611.24,Standard operational expense,3,1,Normal
943,2023-06-30,7,Vendor_82,3287.96,Standard operational expense,6,1,Normal
944,2024-12-16,6,Vendor_29,17595.6,Emergency Year-end Fund Utilization,12,1,Normal
945,2023-12-13,2,Vendor_43,10504.84,Standard operational expense,12,1,Normal
946,2018-09-02,8,Vendor_8,14661.89,Standard operational expense,9,1,Normal
947,2024-08-06,8,Vendor_94,11619.03,Standard operational expense,8,1,Normal
948,2020-11-28,1,Vendor_88,2524.23,Standard operational expense,11,1,Normal
949,2023-02-21,5,Vendor_9,7533.55,Standard operational expense,2,1,Normal
950,2024-10-04,2,Vendor_92,11787.87,Standard operational expense,10,1,Normal
951,2024-01-28,5,Vendor_66,3408.93,Standard operational expense,1,1,Normal
952,2024-11-08,8,Vendor_27,1521.45,Standard operational expense,11,1,Normal
953,2018-12-15,3,Vendor_45,13430.18,Standard operational expense,12,1,Normal
954,2018-01-10,4,Vendor_27,4404.39,Standard operational expense,1,1,Normal
955,2022-03-03,1,Vendor_93,769.18,Standard operational expense,3,1,Normal
956,2018-11-23,1,Vendor_20,9568.11,Standard operational expense,11,1,Normal
957,2019-12-13,6,Vendor_91,82707.29999999999,Emergency Year-end Fund Utilization,12,-1,Anomaly
958,2018-10-01,5,Vendor_84,3839.92,Standard operational expense,10,1,Normal
959,2019-11-24,3,Vendor_65,6292.5,Standard operational expense,11,1,Normal
960,2023-12-02,1,Vendor_20,2954.73,Standard operational expense,12,1,Normal
961,2021-07-13,3,Vendor_5,3390.71,Standard operational expense,7,1,Normal
962,2023-03-29,1,Vendor_98,2710.8,Standard operational expense,3,1,Normal
963,2022-11-08,1,Vendor_69,14261.84,Standard operational expense,11,1,Normal
964,2019-10-13,8,Vendor_99,8743.32,Standard operational expense,10,1,Normal
965,2024-05-18,3,Vendor_60,4309.19,Standard operational expense,5,1,Normal
966,2024-02-25,7,Vendor_26,13565.99,Standard operational expense,2,1,Normal
967,2019-07-06,5,Vendor_4,6349.78,Standard operational expense,7,1,Normal
968,2020-05-23,4,Vendor_93,7513.34,Standard operational expense,5,1,Normal
969,2021-10-23,3,Vendor_46,8947.66,Standard operational expense,10,1,Normal
970,2019-04-20,4,Vendor_99,4499.1,Standard operational expense,4,1,Normal
971,2024-10-04,1,Vendor_24,6200.24,Standard operational expense,10,1,Normal
972,2018-02-09,7,Vendor_98,5049.65,Standard operational expense,2,1,Normal
973,2023-07-06,8,Vendor_4,5353.78,Standard operational expense,7,1,Normal
974,2018-10-17,1,Vendor_53,7003.08,Standard operational expense,10,1,Normal
975,2018-10-06,5,Vendor_53,659.81,Standard operational expense,10,1,Normal
976,2019-11-12,1,Vendor_60,8897.42,Standard operational expense,11,1,Normal
977,2021-09-11,5,Vendor_40,10874.61,Standard operational expense,9,1,Normal
978,2024-09-04,7,Vendor_61,4632.56,Standard operational expense,9,1,Normal
979,2018-07-31,3,Vendor_86,13252.74,Standard operational expense,7,1,Normal
980,2023-01-13,4,Vendor_38,14506.0,Standard operational expense,1,1,Normal
981,2022-03-15,4,Vendor_69,11154.26,Standard operational expense,3,1,Normal
982,2023-04-17,7,Vendor_30,9183.5,Standard operational expense,4,1,Normal
983,2020-05-18,1,Vendor_51,3866.92,Standard operational expense,5,1,Normal
984,2018-07-25,1,Vendor_47,5627.02,Standard operational expense,7,1,Normal
985,2023-03-25,4,Vendor_22,14774.39,Standard operational expense,3,1,Normal
986,2018-10-27,6,Vendor_16,53403.0,Emergency Year-end Fund Utilization,10,1,Normal
987,2022-12-28,2,Vendor_59,10668.88,Standard operational expense,12,1,Normal
988,2024-01-19,7,Vendor_81,7812.18,Standard operational expense,1,1,Normal
989,2018-12-15,6,Vendor_68,24320.16,Emergency Year-end Fund Utilization,12,1,Normal
990,2022-05-03,4,Vendor_21,9519.18,Standard operational expense,5,1,Normal
991,2023-01-31,7,Vendor_36,7682.47,Standard operational expense,1,1,Normal
992,2021-01-09,1,Vendor_66,6787.32,Standard operational expense,1,1,Normal
993,2018-04-14,7,Vendor_70,10743.47,Standard operational expense,4,1,Normal
994,2020-10-03,7,Vendor_57,1964.37,Standard operational expense,10,1,Normal
995,2020-02-02,1,Vendor_13,3009.08,Standard operational expense,2,1,Normal
996,2019-12-18,6,Vendor_3,60064.08,Emergency Year-end Fund Utilization,12,1,Normal
997,2019-07-15,4,Vendor_55,10098.72,Standard operational expense,7,1,Normal
998,2018-07-11,1,Vendor_90,4748.56,Standard operational expense,7,1,Normal
999,2022-04-17,8,Vendor_18,11043.21,Standard operational expense,4,1,Normal
1000,2019-01-04,3,Vendor_35,11754.35,Standard operational expense,1,1,Normal
1001,2024-12-10,6,Vendor_14,10585.13,Standard operational expense,12,1,Normal
1002,2019-11-05,5,Vendor_88,1552.96,Standard operational expense,11,1,Normal
1003,2020-06-20,1,Vendor_40,8060.93,Standard operational expense,6,1,Normal
1004,2024-07-14,5,Vendor_27,7621.45,Standard operational expense,7,1,Normal
1005,2019-01-25,8,Vendor_64,2770.91,Standard operational expense,1,1,Normal
1006,2022-02-15,3,Vendor_43,6008.65,Standard operational expense,2,1,Normal
1007,2022-01-21,1,Vendor_68,2443.37,Standard operational expense,1,1,Normal
1008,2024-10-11,7,Vendor_22,4816.59,Standard operational expense,10,1,Normal
1009,2020-06-01,1,Vendor_7,11970.55,Standard operational expense,6,1,Normal
1010,2019-01-10,3,Vendor_83,12775.14,Standard operational expense,1,1,Normal
1011,2021-05-18,4,Vendor_97,10142.9,Standard operational expense,5,1,Normal
1012,2018-04-23,4,Vendor_75,4385.73,Standard operational expense,4,1,Normal
1013,2023-04-09,3,Vendor_6,6233.67,Standard operational expense,4,1,Normal
1014,2019-06-01,1,Vendor_69,13181.97,Standard operational expense,6,1,Normal
1015,2023-12-06,8,Vendor_62,11778.02,Standard operational expense,12,1,Normal
1016,2018-02-19,8,Vendor_86,5068.59,Standard operational expense,2,1,Normal
1017,2024-02-23,3,Vendor_47,943.13,Standard operational expense,2,1,Normal
1018,2019-03-28,1,Vendor_54,9661.84,Standard operational expense,3,1,Normal
1019,2024-09-04,7,Vendor_87,1831.25,Standard operational expense,9,1,Normal
1020,2018-12-20,6,Vendor_20,54338.58,Emergency Year-end Fund Utilization,12,1,Normal
1021,2022-12-21,2,Vendor_57,14124.96,Standard operational expense,12,1,Normal
1022,2021-11-16,2,Vendor_74,6806.74,Standard operational expense,11,1,Normal
1023,2023-08-27,2,Vendor_69,14563.08,Standard operational expense,8,1,Normal
1024,2021-12-06,6,Vendor_82,8376.88,Standard operational expense,12,1,Normal
1025,2022-01-31,1,Vendor_49,3146.16,Standard operational expense,1,1,Normal
1026,2024-08-31,2,Vendor_35,7800.17,Standard operational expense,8,1,Normal
1027,2018-07-27,2,Vendor_74,4383.18,Standard operational expense,7,1,Normal
1028,2024-12-02,6,Vendor_55,13468.38,Emergency Year-end Fund Utilization,12,1,Normal
1029,2018-08-07,5,Vendor_20,13890.28,Standard operational expense,8,1,Normal
1030,2020-08-07,4,Vendor_84,9025.76,Standard operational expense,8,1,Normal
1031,2024-08-11,2,Vendor_34,4084.29,Standard operational expense,8,1,Normal
1032,2021-03-03,7,Vendor_73,8498.53,Standard operational expense,3,1,Normal
1033,2019-04-26,8,Vendor_59,9189.11,Standard operational expense,4,1,Normal
1034,2018-04-10,3,Vendor_29,9005.26,Standard operational expense,4,1,Normal
1035,2020-12-24,3,Vendor_10,1678.0,Standard operational expense,12,1,Normal
1036,2020-03-31,7,Vendor_51,3274.97,Standard operational expense,3,1,Normal
1037,2019-07-14,5,Vendor_22,3119.23,Standard operational expense,7,1,Normal
1038,2019-11-10,6,Vendor_28,61402.02,Emergency Year-end Fund Utilization,11,1,Normal
1039,2022-01-12,1,Vendor_7,5845.64,Standard operational expense,1,1,Normal
1040,2020-03-27,1,Vendor_1,6808.79,Standard operational expense,3,1,Normal
1041,2023-09-25,2,Vendor_6,11117.18,Standard operational expense,9,1,Normal
1042,2018-11-11,6,Vendor_27,9709.26,Emergency Year-end Fund Utilization,11,1,Normal
1043,2023-10-03,2,Vendor_85,1480.12,Standard operational expense,10,1,Normal
1044,2021-12-03,4,Vendor_4,12933.66,Standard operational expense,12,1,Normal
1045,2024-08-23,1,Vendor_19,6631.94,Standard operational expense,8,1,Normal
1046,2021-06-25,4,Vendor_41,9238.05,Standard operational expense,6,1,Normal
1047,2024-01-27,2,Vendor_40,10739.39,Standard operational expense,1,1,Normal
1048,2023-09-18,1,Vendor_96,12293.71,Standard operational expense,9,1,Normal
1049,2021-12-30,7,Vendor_97,539.61,Standard operational expense,12,1,Normal
1050,2023-10-21,6,Vendor_48,24810.06,Emergency Year-end Fund Utilization,10,1,Normal
1051,2020-03-12,8,Vendor_50,5387.43,Standard operational expense,3,1,Normal
1052,2021-08-30,1,Vendor_82,10125.79,Standard operational expense,8,1,Normal
1053,2022-06-18,8,Vendor_82,5062.22,Standard operational expense,6,1,Normal
1054,2022-04-23,7,Vendor_59,12362.46,Standard operational expense,4,1,Normal
1055,2024-06-24,5,Vendor_3,11822.87,Standard operational expense,6,1,Normal
1056,2023-10-17,6,Vendor_91,67013.58,Emergency Year-end Fund Utilization,10,1,Normal
1057,2022-12-05,3,Vendor_81,11584.06,Standard operational expense,12,1,Normal
1058,2019-01-25,3,Vendor_60,8121.15,Standard operational expense,1,1,Normal
1059,2022-09-14,5,Vendor_56,10030.3,Standard operational expense,9,1,Normal
1060,2019-03-21,2,Vendor_60,3800.92,Standard operational expense,3,1,Normal
1061,2020-01-12,2,Vendor_37,7541.53,Standard operational expense,1,1,Normal
1062,2021-09-20,4,Vendor_63,6348.91,Standard operational expense,9,1,Normal
1063,2021-03-08,2,Vendor_4,426.51,Standard operational expense,3,1,Normal
1064,2018-09-13,7,Vendor_54,937.02,Standard operational expense,9,1,Normal
1065,2023-11-06,4,Vendor_1,3229.44,Standard operational expense,11,1,Normal
1066,2020-04-02,3,Vendor_1,6204.1,Standard operational expense,4,1,Normal
1067,2022-11-18,6,Vendor_29,10602.12,Emergency Year-end Fund Utilization,11,1,Normal
1068,2019-10-07,1,Vendor_21,2866.14,Standard operational expense,10,1,Normal
1069,2018-08-30,7,Vendor_47,10836.43,Standard operational expense,8,1,Normal
1070,2022-06-08,3,Vendor_69,1745.43,Standard operational expense,6,1,Normal
1071,2021-02-26,4,Vendor_27,13875.96,Standard operational expense,2,1,Normal
1072,2024-06-17,2,Vendor_21,8079.75,Standard operational expense,6,1,Normal
1073,2018-03-02,7,Vendor_88,1241.87,Standard operational expense,3,1,Normal
1074,2024-01-10,5,Vendor_32,4686.16,Standard operational expense,1,1,Normal
1075,2019-07-21,8,Vendor_49,11816.73,Standard operational expense,7,1,Normal
1076,2018-11-10,7,Vendor_85,3553.58,Standard operational expense,11,1,Normal
1077,2018-10-12,6,Vendor_35,50071.38,Emergency Year-end Fund Utilization,10,1,Normal
1078,2019-10-24,1,Vendor_42,12896.37,Standard operational expense,10,1,Normal
1079,2018-03-28,1,Vendor_80,5237.24,Standard operational expense,3,1,Normal
1080,2024-09-27,1,Vendor_73,297.44,Standard operational expense,9,1,Normal
1081,2021-08-01,7,Vendor_13,10137.32,Standard operational expense,8,1,Normal
1082,2019-05-10,8,Vendor_17,1851.51,Standard operational expense,5,1,Normal
1083,2019-08-20,2,Vendor_18,8025.15,Standard operational expense,8,1,Normal
1084,2022-12-07,6,Vendor_30,48998.46,Emergency Year-end Fund Utilization,12,1,Normal
1085,2019-12-22,6,Vendor_42,2569.65,Standard operational expense,12,1,Normal
1086,2019-11-04,6,Vendor_36,11461.68,Emergency Year-end Fund Utilization,11,1,Normal
1087,2019-11-05,1,Vendor_11,3257.23,Standard operational expense,11,1,Normal
1088,2024-03-03,7,Vendor_19,960.21,Standard operational expense,3,1,Normal
1089,2023-12-06,7,Vendor_24,11265.92,Standard operational expense,12,1,Normal
1090,2024-08-07,5,Vendor_33,6279.56,Standard operational expense,8,1,Normal
1091,2018-01-19,3,Vendor_47,10476.8,Standard operational expense,1,1,Normal
1092,2020-09-28,1,Vendor_98,3134.64,Standard operational expense,9,1,Normal
1093,2022-03-03,5,Vendor_34,13070.85,Standard operational expense,3,1,Normal
1094,2018-04-03,8,Vendor_48,14182.2,Standard operational expense,4,1,Normal
1095,2021-12-27,5,Vendor_29,1846.34,Standard operational expense,12,1,Normal
1096,2018-10-22,8,Vendor_17,14708.49,Standard operational expense,10,1,Normal
1097,2018-03-12,5,Vendor_49,5938.7,Standard operational expense,3,1,Normal
1098,2020-10-27,2,Vendor_53,7666.3,Standard operational expense,10,1,Normal
1099,2018-07-12,1,Vendor_43,9208.92,Standard operational expense,7,1,Normal
1100,2018-09-08,5,Vendor_29,6180.97,Standard operational expense,9,1,Normal
1101,2023-07-20,8,Vendor_16,10748.15,Standard operational expense,7,1,Normal
1102,2023-12-17,6,Vendor_56,65275.86,Emergency Year-end Fund Utilization,12,1,Normal
1103,2019-11-11,6,Vendor_51,75993.36,Emergency Year-end Fund Utilization,11,-1,Anomaly
1104,2021-12-06,6,Vendor_19,46244.22,Emergency Year-end Fund Utilization,12,1,Normal
1105,2020-08-19,1,Vendor_3,13250.14,Standard operational expense,8,1,Normal
1106,2018-05-19,5,Vendor_57,6205.11,Standard operational expense,5,1,Normal
1107,2021-06-09,2,Vendor_48,13536.43,Standard operational expense,6,1,Normal
1108,2018-07-13,8,Vendor_6,725.58,Standard operational expense,7,1,Normal
1109,2024-02-11,8,Vendor_92,14524.18,Standard operational expense,2,1,Normal
1110,2023-12-04,1,Vendor_82,14727.44,Standard operational expense,12,1,Normal
1111,2024-07-08,5,Vendor_20,14839.34,Standard operational expense,7,1,Normal
1112,2023-06-07,5,Vendor_93,8429.98,Standard operational expense,6,1,Normal
1113,2024-06-28,3,Vendor_78,1143.05,Standard operational expense,6,1,Normal
1114,2023-01-30,8,Vendor_62,1123.83,Standard operational expense,1,1,Normal
1115,2019-10-06,3,Vendor_75,5605.28,Standard operational expense,10,1,Normal
1116,2023-11-14,3,Vendor_2,5750.48,Standard operational expense,11,1,Normal
1117,2020-12-21,8,Vendor_92,7311.44,Standard operational expense,12,1,Normal
1118,2019-11-02,4,Vendor_79,1521.04,Standard operational expense,11,1,Normal
1119,2020-12-07,1,Vendor_73,8757.12,Standard operational expense,12,1,Normal
1120,2018-09-07,2,Vendor_45,11751.2,Standard operational expense,9,1,Normal
1121,2023-01-28,7,Vendor_81,10194.35,Standard operational expense,1,1,Normal
1122,2024-12-07,3,Vendor_29,9345.06,Standard operational expense,12,1,Normal
1123,2019-08-06,4,Vendor_92,3005.13,Standard operational expense,8,1,Normal
1124,2023-04-10,5,Vendor_16,2464.32,Standard operational expense,4,1,Normal
1125,2020-09-17,3,Vendor_90,6554.13,Standard operational expense,9,1,Normal
1126,2020-03-14,2,Vendor_86,8724.22,Standard operational expense,3,1,Normal
1127,2022-09-02,5,Vendor_54,10774.32,Standard operational expense,9,1,Normal
1128,2019-09-08,3,Vendor_59,2862.05,Standard operational expense,9,1,Normal
1129,2024-11-15,6,Vendor_10,78256.38,Emergency Year-end Fund Utilization,11,-1,Anomaly
1130,2024-06-05,3,Vendor_81,2900.01,Standard operational expense,6,1,Normal
1131,2024-09-09,3,Vendor_18,12345.28,Standard operational expense,9,1,Normal
1132,2021-10-24,8,Vendor_67,8285.21,Standard operational expense,10,1,Normal
1133,2023-10-10,1,Vendor_96,7977.99,Standard operational expense,10,1,Normal
1134,2018-06-05,5,Vendor_13,10450.15,Standard operational expense,6,1,Normal
1135,2020-07-11,4,Vendor_74,12374.13,Standard operational expense,7,1,Normal
1136,2020-09-01,7,Vendor_23,11692.58,Standard operational expense,9,1,Normal
1137,2020-04-17,8,Vendor_84,1416.94,Standard operational expense,4,1,Normal
1138,2018-07-23,1,Vendor_1,6541.96,Standard operational expense,7,1,Normal
1139,2020-12-29,5,Vendor_35,13199.87,Standard operational expense,12,1,Normal
1140,2022-06-03,5,Vendor_46,9487.59,Standard operational expense,6,1,Normal
1141,2019-11-21,8,Vendor_56,4913.11,Standard operational expense,11,1,Normal
1142,2019-01-01,3,Vendor_29,7761.6,Standard operational expense,1,1,Normal
1143,2019-03-31,8,Vendor_18,10034.9,Standard operational expense,3,1,Normal
1144,2024-07-06,1,Vendor_38,8692.87,Standard operational expense,7,1,Normal
1145,2023-09-06,4,Vendor_61,13556.1,Standard operational expense,9,1,Normal
1146,2021-01-19,8,Vendor_67,10146.46,Standard operational expense,1,1,Normal
1147,2018-12-31,3,Vendor_15,3698.3,Standard operational expense,12,1,Normal
1148,2024-04-19,5,Vendor_75,2038.2,Standard operational expense,4,1,Normal
1149,2019-10-06,6,Vendor_48,51216.54,Emergency Year-end Fund Utilization,10,1,Normal
1150,2024-12-23,3,Vendor_31,334.57,Standard operational expense,12,1,Normal
1151,2024-11-14,8,Vendor_96,9393.77,Standard operational expense,11,1,Normal
1152,2023-05-06,7,Vendor_58,12573.08,Standard operational expense,5,1,Normal
1153,2019-05-30,8,Vendor_10,6280.75,Standard operational expense,5,1,Normal
1154,2018-12-05,1,Vendor_29,1132.99,Standard operational expense,12,1,Normal
1155,2019-01-18,3,Vendor_74,6690.18,Standard operational expense,1,1,Normal
1156,2019-07-27,3,Vendor_48,8724.72,Standard operational expense,7,1,Normal
1157,2024-03-08,7,Vendor_98,13929.91,Standard operational expense,3,1,Normal
1158,2021-08-31,5,Vendor_12,14934.9,Standard operational expense,8,1,Normal
1159,2022-05-05,4,Vendor_42,12929.57,Standard operational expense,5,1,Normal
1160,2023-12-16,6,Vendor_11,5369.34,Emergency Year-end Fund Utilization,12,1,Normal
1161,2024-02-15,2,Vendor_54,5500.23,Standard operational expense,2,1,Normal
1162,2022-10-12,8,Vendor_21,14131.21,Standard operational expense,10,1,Normal
1163,2020-07-28,5,Vendor_59,910.42,Standard operational expense,7,1,Normal
1164,2020-11-06,6,Vendor_83,25210.74,Emergency Year-end Fund Utilization,11,1,Normal
1165,2020-04-12,8,Vendor_65,12172.85,Standard operational expense,4,1,Normal
1166,2022-08-06,8,Vendor_86,10606.57,Standard operational expense,8,1,Normal
1167,2018-11-09,6,Vendor_20,15773.7,Emergency Year-end Fund Utilization,11,1,Normal
1168,2019-03-10,8,Vendor_59,472.0,Standard operational expense,3,1,Normal
1169,2020-12-02,7,Vendor_20,12588.51,Standard operational expense,12,1,Normal
